Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P1314,YouTube,2025-11-29,09:55,Carousel,Product Launch,Sample social media post caption 1314,#marketing #socialmedia #AI,25523,8306,2842,82,211,419,1504,398,9739,9726,Brand Awareness
P1315,Facebook,2024-08-07,03:07,Image,Motivational,Sample social media post caption 1315,#marketing #socialmedia #AI,54069,55313,249,131,273,366,1185,672,49665,49662,Engagement Drive
P1316,YouTube,2024-09-01,18:58,Reel,Product Launch,Sample social media post caption 1316,#marketing #socialmedia #AI,27372,36007,3912,241,217,486,933,353,99454,99488,Summer Campaign
P1317,Instagram,2024-08-26,02:29,Image,Product Launch,Sample social media post caption 1317,#marketing #socialmedia #AI,48801,6618,2317,12,295,15,437,637,18841,18983,Summer Campaign
P1318,YouTube,2024-01-05,11:17,Text,Educational,Sample social media post caption 1318,#marketing #socialmedia #AI,65803,23419,1986,232,32,230,631,779,91959,92137,Engagement Drive
P1319,LinkedIn,2024-07-09,15:43,Image,Promotional,Sample social media post caption 1319,#marketing #socialmedia #AI,69176,1874,580,95,136,392,1565,701,51655,51757,Engagement Drive
P1320,LinkedIn,2025-11-22,11:40,Reel,Promotional,Sample social media post caption 1320,#marketing #socialmedia #AI,20192,59678,4133,251,164,295,864,499,29377,29493,Lead Generation
P1321,Instagram,2024-07-18,20:31,Text,Educational,Sample social media post caption 1321,#marketing #socialmedia #AI,53019,14339,766,372,117,433,1319,539,49846,50027,Brand Awareness
P1322,LinkedIn,2024-08-15,17:03,Image,Motivational,Sample social media post caption 1322,#marketing #socialmedia #AI,44895,34939,244,235,36,329,511,130,4020,4098,Lead Generation
P1323,Facebook,2025-10-29,03:01,Video,Educational,Sample social media post caption 1323,#marketing #socialmedia #AI,2002,44781,4864,474,45,340,760,671,17829,18021,Summer Campaign
P1324,Facebook,2025-10-04,12:31,Reel,Motivational,Sample social media post caption 1324,#marketing #socialmedia #AI,91911,9414,3884,110,205,275,1116,149,56562,56556,Engagement Drive
P1325,YouTube,2025-02-17,09:14,Text,Educational,Sample social media post caption 1325,#marketing #socialmedia #AI,35132,71282,3869,106,245,349,1246,723,54460,54629,Brand Awareness
P1326,LinkedIn,2024-11-14,15:13,Video,Promotional,Sample social media post caption 1326,#marketing #socialmedia #AI,81493,13479,59,489,157,429,206,941,51959,51986,Brand Awareness
P1327,YouTube,2024-07-27,02:39,Video,Industry News,Sample social media post caption 1327,#marketing #socialmedia #AI,94919,52771,2702,307,120,36,1266,904,75372,75401,Summer Campaign
P1328,LinkedIn,2024-09-05,11:20,Carousel,Industry News,Sample social media post caption 1328,#marketing #socialmedia #AI,29511,19036,1689,97,4,174,1942,937,15136,15196,Organic
P1329,LinkedIn,2024-07-23,05:13,Text,Industry News,Sample social media post caption 1329,#marketing #socialmedia #AI,98090,50703,536,236,245,390,1154,579,15640,15721,Engagement Drive
P1330,YouTube,2025-12-19,06:55,Video,Promotional,Sample social media post caption 1330,#marketing #socialmedia #AI,48491,21875,4826,165,260,171,1963,507,80825,80855,Engagement Drive
P1331,Facebook,2024-10-09,07:34,Video,Motivational,Sample social media post caption 1331,#marketing #socialmedia #AI,34830,44914,695,215,3,263,1597,567,2618,2810,Engagement Drive
P1332,YouTube,2024-04-20,07:47,Reel,Promotional,Sample social media post caption 1332,#marketing #socialmedia #AI,64312,9797,2592,465,21,410,1290,491,92578,92584,Brand Awareness
P1333,LinkedIn,2024-10-30,12:57,Reel,Product Launch,Sample social media post caption 1333,#marketing #socialmedia #AI,22180,48252,2144,419,39,272,1684,131,11898,12018,Brand Awareness
P1334,LinkedIn,2024-09-20,20:26,Carousel,Industry News,Sample social media post caption 1334,#marketing #socialmedia #AI,13448,62477,2572,465,34,373,1572,201,95191,95181,Engagement Drive
P1335,Instagram,2025-02-09,08:27,Video,Educational,Sample social media post caption 1335,#marketing #socialmedia #AI,1897,10554,3677,384,240,254,1933,496,82733,82800,Organic
P1336,Instagram,2025-05-12,22:15,Carousel,Industry News,Sample social media post caption 1336,#marketing #socialmedia #AI,70753,26761,4809,119,299,118,871,510,79090,79089,Lead Generation
P1337,LinkedIn,2025-03-26,03:43,Video,Product Launch,Sample social media post caption 1337,#marketing #socialmedia #AI,7434,47458,4251,86,124,486,1028,701,32875,33027,Lead Generation
P1338,Facebook,2024-11-01,14:27,Text,Promotional,Sample social media post caption 1338,#marketing #socialmedia #AI,66791,19176,3737,46,157,391,962,7,78353,78444,Summer Campaign
P1339,YouTube,2024-01-16,09:24,Text,Educational,Sample social media post caption 1339,#marketing #socialmedia #AI,22858,18994,2122,27,28,227,1628,380,19776,19891,Summer Campaign
P1340,LinkedIn,2025-02-18,22:46,Image,Industry News,Sample social media post caption 1340,#marketing #socialmedia #AI,14656,18307,1072,328,66,326,1021,665,73208,73351,Summer Campaign
P1341,Facebook,2025-01-10,15:51,Text,Product Launch,Sample social media post caption 1341,#marketing #socialmedia #AI,64967,46685,3460,418,254,90,878,158,68572,68710,Organic
P1342,Instagram,2025-12-12,17:28,Reel,Promotional,Sample social media post caption 1342,#marketing #socialmedia #AI,14354,7405,675,188,221,254,1956,604,92321,92341,Lead Generation
P1343,YouTube,2025-06-29,06:18,Text,Motivational,Sample social media post caption 1343,#marketing #socialmedia #AI,1307,56720,2050,78,30,392,1173,970,97497,97606,Engagement Drive
P1344,YouTube,2024-03-17,15:47,Video,Product Launch,Sample social media post caption 1344,#marketing #socialmedia #AI,56789,25531,2300,66,90,17,1591,672,28902,29074,Lead Generation
P1345,LinkedIn,2024-10-14,23:48,Carousel,Promotional,Sample social media post caption 1345,#marketing #socialmedia #AI,26886,513,1172,306,241,98,1022,781,29254,29417,Organic
P1346,LinkedIn,2024-09-04,14:30,Image,Promotional,Sample social media post caption 1346,#marketing #socialmedia #AI,16657,24447,3880,500,166,293,271,359,54485,54606,Organic
P1347,YouTube,2024-05-30,09:30,Carousel,Industry News,Sample social media post caption 1347,#marketing #socialmedia #AI,8161,50143,332,87,281,381,1874,84,45918,46068,Organic
P1348,Facebook,2024-10-06,20:09,Reel,Promotional,Sample social media post caption 1348,#marketing #socialmedia #AI,62480,39276,4929,252,78,379,1428,189,44015,44036,Engagement Drive
P1349,LinkedIn,2024-01-17,11:09,Video,Motivational,Sample social media post caption 1349,#marketing #socialmedia #AI,98185,61109,1086,421,275,345,1013,131,51867,51962,Engagement Drive
P1350,Instagram,2025-03-08,21:14,Reel,Educational,Sample social media post caption 1350,#marketing #socialmedia #AI,96771,10572,3017,416,27,481,1710,532,74725,74762,Brand Awareness
P1351,YouTube,2025-07-21,16:09,Text,Industry News,Sample social media post caption 1351,#marketing #socialmedia #AI,76459,629,1727,266,34,276,854,563,24163,24256,Organic
P1352,LinkedIn,2025-11-03,17:30,Image,Industry News,Sample social media post caption 1352,#marketing #socialmedia #AI,53263,65244,3676,11,292,167,1809,562,43846,43961,Brand Awareness
P1353,Facebook,2024-04-05,07:01,Video,Motivational,Sample social media post caption 1353,#marketing #socialmedia #AI,49857,65313,4975,246,194,207,232,802,47244,47259,Brand Awareness
P1354,Instagram,2025-11-05,06:07,Video,Motivational,Sample social media post caption 1354,#marketing #socialmedia #AI,49068,58883,600,187,151,403,1926,210,61393,61410,Lead Generation
P1355,LinkedIn,2025-10-21,19:11,Video,Promotional,Sample social media post caption 1355,#marketing #socialmedia #AI,86532,78580,4449,262,43,221,1711,92,91637,91639,Engagement Drive
P1356,YouTube,2025-09-06,04:07,Carousel,Promotional,Sample social media post caption 1356,#marketing #socialmedia #AI,57499,45592,1309,287,10,39,748,212,50380,50410,Engagement Drive
P1357,Facebook,2024-10-16,03:59,Image,Promotional,Sample social media post caption 1357,#marketing #socialmedia #AI,52626,3760,1028,260,146,54,479,325,93178,93271,Engagement Drive
P1358,Instagram,2025-02-04,04:56,Video,Product Launch,Sample social media post caption 1358,#marketing #socialmedia #AI,56839,66517,3205,247,145,234,1888,255,58290,58454,Organic
P1359,Instagram,2024-11-26,02:50,Video,Industry News,Sample social media post caption 1359,#marketing #socialmedia #AI,3464,21369,1088,208,167,170,1997,512,37098,37261,Lead Generation
P1360,Facebook,2024-08-02,12:42,Reel,Educational,Sample social media post caption 1360,#marketing #socialmedia #AI,56619,44452,3190,457,88,340,1376,778,26777,26820,Lead Generation
P1361,Facebook,2025-07-15,00:12,Video,Industry News,Sample social media post caption 1361,#marketing #socialmedia #AI,39451,15615,1510,238,221,68,1109,882,15918,15978,Organic
P1362,Instagram,2025-01-04,17:23,Image,Promotional,Sample social media post caption 1362,#marketing #socialmedia #AI,21869,29638,1587,103,139,426,727,810,48372,48534,Engagement Drive
P1363,Instagram,2024-02-22,01:11,Video,Educational,Sample social media post caption 1363,#marketing #socialmedia #AI,82020,58873,1095,339,236,382,1655,993,31895,32079,Brand Awareness
P1364,LinkedIn,2024-01-23,17:46,Text,Educational,Sample social media post caption 1364,#marketing #socialmedia #AI,2173,59579,2449,414,264,459,319,730,93306,93300,Lead Generation
P1365,Instagram,2025-06-03,06:02,Reel,Product Launch,Sample social media post caption 1365,#marketing #socialmedia #AI,26051,70748,3270,383,165,410,1014,751,37536,37559,Lead Generation
P1366,LinkedIn,2025-11-07,10:45,Reel,Motivational,Sample social media post caption 1366,#marketing #socialmedia #AI,93314,56341,1574,70,295,180,829,449,94033,94106,Lead Generation
P1367,Facebook,2024-11-07,14:59,Carousel,Industry News,Sample social media post caption 1367,#marketing #socialmedia #AI,34272,62983,1913,422,120,119,1337,821,66363,66510,Lead Generation
P1368,LinkedIn,2025-10-20,13:10,Carousel,Motivational,Sample social media post caption 1368,#marketing #socialmedia #AI,93591,857,4986,179,22,86,284,124,50167,50202,Summer Campaign
P1369,YouTube,2024-05-21,06:04,Reel,Educational,Sample social media post caption 1369,#marketing #socialmedia #AI,27805,13023,1949,310,166,497,162,478,44842,44827,Lead Generation
P1370,LinkedIn,2025-02-22,18:47,Text,Product Launch,Sample social media post caption 1370,#marketing #socialmedia #AI,59750,71429,2077,238,260,390,1376,41,8911,8914,Summer Campaign
P1371,Instagram,2024-04-14,09:00,Reel,Educational,Sample social media post caption 1371,#marketing #socialmedia #AI,86114,3211,2631,257,187,144,1381,23,80257,80245,Organic
P1372,LinkedIn,2024-10-30,07:46,Text,Industry News,Sample social media post caption 1372,#marketing #socialmedia #AI,52817,50591,1279,244,235,462,1208,766,9358,9556,Summer Campaign
P1373,YouTube,2025-01-26,22:02,Carousel,Product Launch,Sample social media post caption 1373,#marketing #socialmedia #AI,95376,45328,846,426,25,336,1556,484,54413,54609,Lead Generation
P1374,YouTube,2025-09-06,02:49,Video,Motivational,Sample social media post caption 1374,#marketing #socialmedia #AI,2534,65026,3376,464,100,428,1041,959,31443,31486,Lead Generation
P1375,Facebook,2024-01-11,15:00,Text,Promotional,Sample social media post caption 1375,#marketing #socialmedia #AI,54455,33632,4476,471,17,364,1659,254,92527,92584,Engagement Drive
P1376,Facebook,2024-03-21,10:46,Reel,Educational,Sample social media post caption 1376,#marketing #socialmedia #AI,49556,3075,2229,258,145,180,292,632,62930,63019,Lead Generation
P1377,Instagram,2025-06-20,18:43,Carousel,Promotional,Sample social media post caption 1377,#marketing #socialmedia #AI,2259,6612,1396,26,161,188,752,379,60726,60904,Brand Awareness
P1378,LinkedIn,2025-08-24,13:52,Video,Motivational,Sample social media post caption 1378,#marketing #socialmedia #AI,2556,73434,4388,353,175,437,248,414,17327,17424,Summer Campaign
P1379,Instagram,2025-01-18,08:13,Text,Industry News,Sample social media post caption 1379,#marketing #socialmedia #AI,90345,69331,4686,244,149,283,876,658,2852,2846,Engagement Drive
P1380,LinkedIn,2025-06-25,16:36,Reel,Industry News,Sample social media post caption 1380,#marketing #socialmedia #AI,53291,57568,2622,89,263,327,466,632,52431,52474,Engagement Drive
P1381,Instagram,2024-04-11,06:32,Text,Educational,Sample social media post caption 1381,#marketing #socialmedia #AI,74725,43344,3493,289,31,412,1482,420,59490,59539,Brand Awareness
P1382,Instagram,2025-01-02,20:48,Text,Industry News,Sample social media post caption 1382,#marketing #socialmedia #AI,31917,54023,4672,334,250,258,1989,696,73026,73126,Engagement Drive
P1383,Instagram,2025-06-07,19:29,Image,Product Launch,Sample social media post caption 1383,#marketing #socialmedia #AI,29598,44582,2773,64,179,486,1861,350,96552,96660,Organic
P1384,Instagram,2025-04-18,21:26,Carousel,Industry News,Sample social media post caption 1384,#marketing #socialmedia #AI,69423,19000,3190,265,289,221,1707,680,97760,97917,Summer Campaign
P1385,YouTube,2025-12-07,00:01,Carousel,Product Launch,Sample social media post caption 1385,#marketing #socialmedia #AI,50463,63149,4862,142,173,54,838,10,95347,95508,Summer Campaign
P1386,LinkedIn,2025-12-19,08:20,Text,Product Launch,Sample social media post caption 1386,#marketing #socialmedia #AI,50466,41293,4399,215,2,373,1244,97,83703,83736,Lead Generation
P1387,Facebook,2025-11-05,19:54,Reel,Educational,Sample social media post caption 1387,#marketing #socialmedia #AI,28290,30792,1313,500,104,491,276,160,43888,44010,Organic
P1388,LinkedIn,2025-09-03,11:00,Text,Educational,Sample social media post caption 1388,#marketing #socialmedia #AI,76960,37291,4089,55,272,39,788,987,54321,54387,Lead Generation
P1389,YouTube,2025-09-29,15:18,Carousel,Industry News,Sample social media post caption 1389,#marketing #socialmedia #AI,25250,22119,1462,44,177,437,1628,289,2135,2142,Engagement Drive
P1390,YouTube,2024-09-01,10:31,Reel,Motivational,Sample social media post caption 1390,#marketing #socialmedia #AI,10960,53082,1794,454,146,37,124,945,1476,1510,Brand Awareness
P1391,LinkedIn,2025-02-06,04:30,Text,Educational,Sample social media post caption 1391,#marketing #socialmedia #AI,96178,48742,2257,388,157,399,818,23,84785,84909,Organic
P1392,Facebook,2025-03-18,10:08,Reel,Product Launch,Sample social media post caption 1392,#marketing #socialmedia #AI,85982,57673,4756,32,271,308,1452,926,92670,92733,Engagement Drive
P1393,YouTube,2024-08-27,17:27,Image,Educational,Sample social media post caption 1393,#marketing #socialmedia #AI,73108,30522,2752,70,22,374,916,292,6670,6675,Brand Awareness
P1394,LinkedIn,2025-12-30,20:59,Video,Educational,Sample social media post caption 1394,#marketing #socialmedia #AI,10179,65877,2979,339,123,495,401,922,47105,47086,Brand Awareness
P1395,LinkedIn,2025-10-07,01:50,Text,Motivational,Sample social media post caption 1395,#marketing #socialmedia #AI,62135,75467,1616,327,157,76,801,386,58202,58307,Engagement Drive
P1396,Facebook,2024-03-30,03:13,Text,Educational,Sample social media post caption 1396,#marketing #socialmedia #AI,77577,58982,742,339,177,465,829,319,87916,88058,Brand Awareness
P1397,Instagram,2024-10-17,14:34,Video,Promotional,Sample social media post caption 1397,#marketing #socialmedia #AI,11804,18331,4270,104,137,348,94,540,54760,54778,Summer Campaign
P1398,LinkedIn,2025-03-19,04:06,Reel,Educational,Sample social media post caption 1398,#marketing #socialmedia #AI,10436,74243,4953,464,79,425,1348,677,5579,5774,Organic
P1399,Facebook,2024-03-09,14:47,Text,Industry News,Sample social media post caption 1399,#marketing #socialmedia #AI,85693,45369,3056,257,236,371,551,450,50878,50930,Brand Awareness
P1400,LinkedIn,2024-07-16,15:07,Carousel,Educational,Sample social media post caption 1400,#marketing #socialmedia #AI,46738,550,3648,415,287,466,1635,358,60377,60480,Summer Campaign
P1401,YouTube,2024-07-30,11:56,Image,Motivational,Sample social media post caption 1401,#marketing #socialmedia #AI,81019,28796,543,45,80,374,1314,555,27183,27277,Lead Generation
P1402,YouTube,2025-09-24,17:41,Image,Promotional,Sample social media post caption 1402,#marketing #socialmedia #AI,90652,44149,1887,453,224,7,491,223,11498,11678,Brand Awareness
P1403,Facebook,2025-04-19,03:24,Carousel,Promotional,Sample social media post caption 1403,#marketing #socialmedia #AI,84700,73540,4006,105,18,447,338,295,60502,60680,Organic
P1404,Facebook,2024-09-02,12:26,Video,Industry News,Sample social media post caption 1404,#marketing #socialmedia #AI,59640,38742,4016,249,235,386,20,256,59852,59926,Lead Generation
P1405,Facebook,2024-01-06,11:52,Image,Promotional,Sample social media post caption 1405,#marketing #socialmedia #AI,64406,47806,1616,368,56,280,1675,416,76205,76308,Brand Awareness
