Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P727,LinkedIn,2024-10-01,03:50,Video,Product Launch,Sample social media post caption 727,#marketing #socialmedia #AI,23890,12610,4717,102,75,234,981,621,95330,95377,Summer Campaign,2.599413980745082,5128,40.66613798572561,0.5947660586835845,47,0.03333333333333333,45,Customer Story
P728,LinkedIn,2024-10-02,16:05,Video,Promotional,Sample social media post caption 728,#marketing #socialmedia #AI,37100,957,3431,492,72,20,1212,693,94639,94720,Lead Generation,1.867924528301887,4015,419.5402298850575,7.523510971786834,81,0.03333333333333333,45,Customer Story
P729,Facebook,2025-02-16,14:57,Text,Industry News,Sample social media post caption 729,#marketing #socialmedia #AI,33731,28119,4959,172,208,228,652,317,44117,44156,Summer Campaign,0.9397883252794164,5567,19.79800135139941,0.7397133610725843,39,0.03333333333333333,45,Customer Story
P730,Facebook,2024-02-15,02:36,Carousel,Promotional,Sample social media post caption 730,#marketing #socialmedia #AI,50904,75047,419,393,43,228,1103,169,47870,48000,Lead Generation,0.331997485462832,1083,1.4430956600530334,0.0572974269457806,130,0.03333333333333333,45,Customer Story
P731,LinkedIn,2025-04-08,18:40,Video,Promotional,Sample social media post caption 731,#marketing #socialmedia #AI,97721,39546,3251,171,200,309,47,274,52675,52724,Brand Awareness,0.2803900901546239,3931,9.940322662216152,0.5057401507105649,49,0.03333333333333333,45,Customer Story
P732,Facebook,2024-01-03,15:02,Image,Industry News,Sample social media post caption 732,#marketing #socialmedia #AI,67807,7591,2816,457,66,74,1011,274,75052,75118,Lead Generation,0.4040880735027357,3413,44.961138189961794,0.869450665261494,66,0.03333333333333333,45,Customer Story
P733,YouTube,2025-03-21,05:53,Video,Motivational,Sample social media post caption 733,#marketing #socialmedia #AI,43064,13976,158,132,205,47,384,188,8526,8661,Engagement Drive,0.4365595392903585,542,3.87807670291929,1.466800228963938,135,0.03333333333333333,45,Customer Story
P734,Facebook,2024-03-29,06:06,Video,Educational,Sample social media post caption 734,#marketing #socialmedia #AI,92167,33368,3568,130,198,138,1074,395,36431,36612,Summer Campaign,0.4285698785899509,4034,12.08942699592424,0.593382881802925,181,0.03333333333333333,45,Customer Story
P735,YouTube,2025-09-09,21:34,Carousel,Product Launch,Sample social media post caption 735,#marketing #socialmedia #AI,77492,57570,4797,411,260,104,1693,620,51514,51628,Lead Generation,0.8000825891704951,5572,9.678652075733888,0.451624109779399,114,0.03333333333333333,45,Customer Story
P736,YouTube,2025-05-23,01:41,Reel,Promotional,Sample social media post caption 736,#marketing #socialmedia #AI,97796,964,2508,196,143,422,1946,785,95937,95980,Organic,0.8026913166182666,3269,339.10788381742736,14.83402489626556,43,0.03333333333333333,45,Customer Story
P737,Facebook,2025-04-18,04:45,Video,Educational,Sample social media post caption 737,#marketing #socialmedia #AI,73932,11763,3364,360,179,481,1916,476,57322,57493,Summer Campaign,0.6438348752908077,4384,37.26940406358922,1.5217206494941766,171,0.03333333333333333,45,Customer Story
P738,LinkedIn,2025-06-20,23:38,Carousel,Educational,Sample social media post caption 738,#marketing #socialmedia #AI,88422,46951,2328,54,250,412,1533,154,79659,79857,Brand Awareness,0.1741648006152315,3044,6.483354987114226,0.5324700219377648,198,0.03333333333333333,45,Customer Story
P739,Instagram,2024-04-22,20:31,Reel,Product Launch,Sample social media post caption 739,#marketing #socialmedia #AI,1837,20230,1754,308,111,18,754,951,69995,70078,Lead Generation,51.7691888949374,2191,10.830449826989618,0.5486900642609985,83,0.03333333333333333,45,Customer Story
P740,Instagram,2025-10-22,17:58,Video,Educational,Sample social media post caption 740,#marketing #socialmedia #AI,20413,58246,4414,459,6,485,921,963,97952,98028,Engagement Drive,4.71758193308186,5364,9.20921608350788,0.0103011365587336,76,0.03333333333333333,45,Customer Story
P741,LinkedIn,2024-09-09,14:11,Image,Educational,Sample social media post caption 741,#marketing #socialmedia #AI,42839,17584,3129,222,172,55,270,885,80143,80161,Brand Awareness,2.065874553561008,3578,20.348043676069157,0.978161965423112,18,0.03333333333333333,45,Customer Story
P742,YouTube,2025-01-01,14:16,Carousel,Industry News,Sample social media post caption 742,#marketing #socialmedia #AI,34453,31735,3548,359,225,206,1312,321,50035,50156,Lead Generation,0.9317040606043014,4338,13.669450133921538,0.7089963762407437,121,0.03333333333333333,45,Customer Story
P743,YouTube,2025-03-15,07:16,Video,Promotional,Sample social media post caption 743,#marketing #socialmedia #AI,52861,52505,601,469,142,115,1654,58,72348,72523,Summer Campaign,0.109721723009402,1327,2.5273783449195317,0.2704504332920674,175,0.03333333333333333,45,Customer Story
P744,Instagram,2025-03-29,03:26,Reel,Motivational,Sample social media post caption 744,#marketing #socialmedia #AI,47061,48167,891,11,118,216,1904,840,30866,30966,Summer Campaign,1.78491744756805,1236,2.5660722071127533,0.2449810035916706,100,0.03333333333333333,45,Customer Story
P745,Instagram,2025-05-31,05:41,Image,Motivational,Sample social media post caption 745,#marketing #socialmedia #AI,41243,9852,1248,444,293,238,1359,801,92017,92092,Lead Generation,1.9421477584074875,2223,22.56394640682095,2.974015428339423,75,0.03333333333333333,45,Customer Story
P746,LinkedIn,2024-10-10,04:09,Image,Product Launch,Sample social media post caption 746,#marketing #socialmedia #AI,68675,19058,2018,395,41,49,189,769,39452,39512,Brand Awareness,1.119767018565708,2503,13.13359219225522,0.2151327526498058,60,0.03333333333333333,45,Customer Story
P747,LinkedIn,2025-08-03,04:37,Image,Motivational,Sample social media post caption 747,#marketing #socialmedia #AI,43849,2595,66,60,198,295,630,727,56840,57020,Engagement Drive,1.6579625533079432,619,23.853564547206165,7.630057803468208,180,0.03333333333333333,45,Customer Story
P748,YouTube,2025-10-14,06:28,Image,Educational,Sample social media post caption 748,#marketing #socialmedia #AI,46575,69378,1050,311,48,122,1299,140,83255,83399,Summer Campaign,0.3005904455179817,1531,2.2067514197584246,0.0691861973536279,144,0.03333333333333333,45,Customer Story
P749,YouTube,2025-07-24,21:08,Video,Promotional,Sample social media post caption 749,#marketing #socialmedia #AI,9966,28847,1636,48,234,500,833,488,74333,74407,Summer Campaign,4.8966486052578775,2418,8.382154123479046,0.811176205497972,74,0.03333333333333333,45,Customer Story
P750,Instagram,2025-11-22,12:34,Carousel,Educational,Sample social media post caption 750,#marketing #socialmedia #AI,9655,62108,1558,477,232,283,1694,584,42247,42324,Summer Campaign,6.048679440704299,2550,4.105751271977845,0.3735428608230823,77,0.03333333333333333,45,Customer Story
P751,LinkedIn,2025-10-31,10:02,Reel,Industry News,Sample social media post caption 751,#marketing #socialmedia #AI,15960,3581,4519,477,246,376,1139,42,23978,24047,Organic,0.2631578947368421,5618,156.8835520804245,6.869589500139626,69,0.03333333333333333,45,Customer Story
P752,YouTube,2024-08-07,11:09,Image,Product Launch,Sample social media post caption 752,#marketing #socialmedia #AI,4305,34266,1293,444,93,476,187,209,1006,1082,Summer Campaign,4.854819976771196,2306,6.729702912508026,0.2714060584836281,76,0.03333333333333333,45,Customer Story
P753,YouTube,2024-07-08,11:25,Carousel,Industry News,Sample social media post caption 753,#marketing #socialmedia #AI,14169,10349,1188,458,256,397,633,908,47842,48025,Lead Generation,6.40835627073188,2299,22.21470673495024,2.4736689535220795,183,0.03333333333333333,45,Customer Story
P754,Facebook,2025-03-14,05:56,Carousel,Educational,Sample social media post caption 754,#marketing #socialmedia #AI,17213,51490,4684,494,56,450,1904,8,60194,60362,Lead Generation,0.0464765003195259,5684,11.039036706156535,0.1087589823266653,168,0.03333333333333333,45,Customer Story
P755,YouTube,2025-11-07,14:13,Text,Motivational,Sample social media post caption 755,#marketing #socialmedia #AI,74159,36105,596,38,129,242,1669,827,71150,71286,Brand Awareness,1.115171455925781,1005,2.7835479850436227,0.3572912339011217,136,0.03333333333333333,45,Customer Story
P756,YouTube,2024-11-12,23:50,Text,Promotional,Sample social media post caption 756,#marketing #socialmedia #AI,71873,22832,4305,185,224,329,582,873,32292,32456,Lead Generation,1.2146424943998442,5043,22.087421163279608,0.9810791871058164,164,0.03333333333333333,45,Customer Story
P757,Facebook,2025-07-11,22:20,Reel,Promotional,Sample social media post caption 757,#marketing #socialmedia #AI,14443,74065,4242,194,12,233,1571,252,34144,34124,Organic,1.7447898636017447,4681,6.320124215216364,0.016201984743131,-20,0.03333333333333333,45,Customer Story
P758,LinkedIn,2024-12-18,03:21,Text,Motivational,Sample social media post caption 758,#marketing #socialmedia #AI,43939,5819,1219,383,233,272,1404,137,97591,97743,Brand Awareness,0.3117958988597828,2107,36.20897061350748,4.0041244200034365,152,0.03333333333333333,45,Customer Story
P759,Facebook,2024-03-13,20:09,Video,Promotional,Sample social media post caption 759,#marketing #socialmedia #AI,47343,24006,4561,209,175,138,293,346,56270,56351,Summer Campaign,0.7308366601187081,5083,21.173873198367072,0.7289844205615262,81,0.03333333333333333,45,Customer Story
P760,LinkedIn,2025-05-20,12:57,Reel,Promotional,Sample social media post caption 760,#marketing #socialmedia #AI,2765,63191,2636,210,183,115,596,286,32212,32338,Summer Campaign,10.343580470162747,3144,4.975392065325758,0.2895982022756405,126,0.03333333333333333,45,Customer Story
P761,Instagram,2024-11-02,22:53,Carousel,Product Launch,Sample social media post caption 761,#marketing #socialmedia #AI,99925,23294,1678,330,176,7,1837,216,11349,11529,Lead Generation,0.2161621215911934,2191,9.405855585129215,0.7555593715119774,180,0.03333333333333333,45,Customer Story
P762,LinkedIn,2025-05-05,07:58,Carousel,Product Launch,Sample social media post caption 762,#marketing #socialmedia #AI,63769,41183,664,245,35,109,1249,837,98259,98368,Engagement Drive,1.312549985102479,1053,2.556880266129228,0.0849865235655489,109,0.03333333333333333,45,Customer Story
P763,Facebook,2025-01-09,10:41,Carousel,Educational,Sample social media post caption 763,#marketing #socialmedia #AI,43886,11731,3272,193,182,471,362,863,15982,16105,Engagement Drive,1.966458551702137,4118,35.10357173301509,1.551444889608729,123,0.03333333333333333,45,Customer Story
P764,YouTube,2024-02-11,03:38,Text,Industry News,Sample social media post caption 764,#marketing #socialmedia #AI,41163,78572,1605,108,4,115,1790,958,27026,27112,Lead Generation,2.3273327988727743,1832,2.331619406404317,0.0050908720663849,86,0.03333333333333333,45,Customer Story
P765,Instagram,2024-06-25,18:52,Text,Promotional,Sample social media post caption 765,#marketing #socialmedia #AI,51605,59383,2645,112,279,284,815,362,54830,54813,Engagement Drive,0.7014824144947195,3320,5.590825657174612,0.4698314332384689,-17,0.03333333333333333,45,Customer Story
P766,YouTube,2025-01-09,03:30,Carousel,Product Launch,Sample social media post caption 766,#marketing #socialmedia #AI,43387,68355,432,433,143,152,1608,784,25265,25412,Summer Campaign,1.8069928780510287,1160,1.6970228951795772,0.2092019603540341,147,0.03333333333333333,45,Customer Story
P767,Facebook,2025-10-10,19:35,Image,Industry News,Sample social media post caption 767,#marketing #socialmedia #AI,11644,33894,1677,448,247,73,1421,239,11079,11218,Summer Campaign,2.052559257986946,2445,7.213666135599221,0.7287425503038886,139,0.03333333333333333,45,Customer Story
P768,Facebook,2025-02-13,08:17,Image,Promotional,Sample social media post caption 768,#marketing #socialmedia #AI,42570,21435,3028,418,230,19,519,679,45860,45983,Organic,1.5950199671129903,3695,17.2381618847679,1.073011429904362,123,0.03333333333333333,45,Customer Story
P769,Facebook,2024-02-18,22:38,Text,Promotional,Sample social media post caption 769,#marketing #socialmedia #AI,27310,38098,2875,403,240,274,329,894,5934,6087,Engagement Drive,3.2735261808861225,3792,9.95327838731692,0.6299543283111975,153,0.03333333333333333,45,Customer Story
P770,YouTube,2025-06-21,01:47,Reel,Promotional,Sample social media post caption 770,#marketing #socialmedia #AI,34996,59495,556,208,215,114,1310,854,57076,57077,Brand Awareness,2.440278889015888,1093,1.837129170518531,0.3613749054542399,1,0.03333333333333333,45,Customer Story
P771,Instagram,2025-02-21,09:18,Carousel,Promotional,Sample social media post caption 771,#marketing #socialmedia #AI,36766,37134,4560,480,5,34,1987,626,54580,54637,Brand Awareness,1.702660066365664,5079,13.677492325092908,0.0134647492863682,57,0.03333333333333333,45,Customer Story
P772,Instagram,2025-05-26,01:12,Carousel,Industry News,Sample social media post caption 772,#marketing #socialmedia #AI,52988,37645,3907,332,45,126,986,950,34778,34774,Summer Campaign,1.7928587604740691,4410,11.714703147828397,0.1195377872227387,-4,0.03333333333333333,45,Customer Story
P773,Facebook,2025-11-30,22:22,Text,Motivational,Sample social media post caption 773,#marketing #socialmedia #AI,49563,73008,666,50,130,212,1642,562,74472,74580,Organic,1.1339103766922909,1058,1.4491562568485643,0.178062678062678,108,0.03333333333333333,45,Customer Story
P774,Instagram,2024-11-02,10:55,Image,Promotional,Sample social media post caption 774,#marketing #socialmedia #AI,41220,79816,1096,286,278,193,120,129,83810,83898,Organic,0.3129548762736535,1853,2.321589656209281,0.3483010925127793,88,0.03333333333333333,45,Customer Story
P775,Instagram,2024-03-13,02:26,Text,Educational,Sample social media post caption 775,#marketing #socialmedia #AI,65412,62616,4388,294,294,127,1889,758,79136,79241,Engagement Drive,1.1588087812633767,5103,8.149674204676122,0.4695285550019164,105,0.03333333333333333,45,Customer Story
P776,LinkedIn,2024-03-05,06:54,Carousel,Motivational,Sample social media post caption 776,#marketing #socialmedia #AI,42291,44435,2240,162,94,420,713,969,31535,31621,Organic,2.2912676455983543,2916,6.562394508833128,0.2115449533025767,86,0.03333333333333333,45,Customer Story
P777,Instagram,2025-06-08,03:01,Video,Product Launch,Sample social media post caption 777,#marketing #socialmedia #AI,93901,42740,3700,221,224,7,599,828,64114,64154,Engagement Drive,0.8817797467545607,4152,9.714553111839026,0.524099204492279,40,0.03333333333333333,45,Customer Story
P778,LinkedIn,2025-09-06,17:14,Image,Educational,Sample social media post caption 778,#marketing #socialmedia #AI,9335,10910,3056,27,41,465,529,427,8416,8445,Organic,4.574183181574719,3589,32.89642529789184,0.3758020164986251,29,0.03333333333333333,45,Customer Story
P779,LinkedIn,2024-04-26,02:18,Video,Motivational,Sample social media post caption 779,#marketing #socialmedia #AI,77638,39981,1323,84,48,4,266,83,55940,56002,Engagement Drive,0.1069064118086504,1459,3.6492333858582815,0.1200570270878667,62,0.03333333333333333,45,Customer Story
P780,Instagram,2025-07-06,14:30,Video,Motivational,Sample social media post caption 780,#marketing #socialmedia #AI,36652,8702,685,214,114,361,1694,9,35699,35808,Engagement Drive,0.0245552766561169,1374,15.789473684210526,1.310043668122271,109,0.03333333333333333,45,Customer Story
P781,Instagram,2025-12-27,20:12,Carousel,Industry News,Sample social media post caption 781,#marketing #socialmedia #AI,11356,9487,2680,154,203,249,661,547,17916,17898,Lead Generation,4.8168369144064815,3286,34.63687150837989,2.139770211868873,-18,0.03333333333333333,45,Customer Story
P782,LinkedIn,2024-04-13,00:16,Image,Educational,Sample social media post caption 782,#marketing #socialmedia #AI,56289,63885,3012,229,65,259,675,56,54607,54669,Engagement Drive,0.0994865781946739,3565,5.580339672849652,0.1017453236283947,62,0.03333333333333333,45,Customer Story
P783,Instagram,2024-07-22,04:33,Text,Industry News,Sample social media post caption 783,#marketing #socialmedia #AI,61172,51583,2210,79,215,321,913,242,67098,67142,Summer Campaign,0.3956058327339306,2825,5.476610511214935,0.4168039858092782,44,0.03333333333333333,45,Customer Story
P784,Facebook,2024-11-06,18:36,Image,Promotional,Sample social media post caption 784,#marketing #socialmedia #AI,50797,63875,363,399,175,411,268,38,21297,21398,Summer Campaign,0.0748075673760261,1348,2.110371819960861,0.273972602739726,101,0.03333333333333333,45,Customer Story
